COBERTURA,PERIODICIDAD,FECHA,CONCEPTO,VALOR,UNIDAD_MEDIDA,ESTATUS
Nacional,Mensual,01/02/2015,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",87.27537713,Índice,Cifras definitivas
Nacional,Mensual,01/03/2015,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",87.63071699,Índice,Cifras definitivas
Nacional,Mensual,01/04/2015,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",87.40384038,Índice,Cifras definitivas
Nacional,Mensual,01/05/2015,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",86.96736583,Índice,Cifras definitivas
Nacional,Mensual,01/06/2015,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",87.11310776,Índice,Cifras definitivas
Nacional,Mensual,01/07/2015,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",87.24081976,Índice,Cifras definitivas
Nacional,Mensual,01/08/2015,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",87.42487529,Índice,Cifras definitivas
Nacional,Mensual,01/09/2015,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",87.75241902,Índice,Cifras definitivas
Nacional,Mensual,01/10/2015,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",88.2039185,Índice,Cifras definitivas
Nacional,Mensual,01/11/2015,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",88.68546788,Índice,Cifras definitivas
Nacional,Mensual,01/12/2015,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",89.04681772,Índice,Cifras definitivas
Nacional,Mensual,01/01/2016,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",89.38638139,Índice,Cifras definitivas
Nacional,Mensual,01/02/2016,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",89.77778112,Índice,Cifras definitivas
Nacional,Mensual,01/03/2016,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",89.9100006,Índice,Cifras definitivas
Nacional,Mensual,01/04/2016,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",89.62527796,Índice,Cifras definitivas
Nacional,Mensual,01/05/2016,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",89.22561452,Índice,Cifras definitivas
Nacional,Mensual,01/06/2016,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",89.32402789,Índice,Cifras definitivas
Nacional,Mensual,01/07/2016,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",89.55691448,Índice,Cifras definitivas
Nacional,Mensual,01/08/2016,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",89.80933349,Índice,Cifras definitivas
Nacional,Mensual,01/09/2016,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",90.35774385,Índice,Cifras definitivas
Nacional,Mensual,01/10/2016,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",90.90615422,Índice,Cifras definitivas
Nacional,Mensual,01/11/2016,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",91.61683394,Índice,Cifras definitivas
Nacional,Mensual,01/12/2016,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",92.0390348,Índice,Cifras definitivas
Nacional,Mensual,01/01/2017,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",93.60388244,Índice,Cifras definitivas
Nacional,Mensual,01/02/2017,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",94.14478034,Índice,Cifras definitivas
Nacional,Mensual,01/03/2017,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",94.72248933,Índice,Cifras definitivas
Nacional,Mensual,01/04/2017,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",94.83893263,Índice,Cifras definitivas
Nacional,Mensual,01/05/2017,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",94.72549432,Índice,Cifras definitivas
Nacional,Mensual,01/06/2017,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",94.96363964,Índice,Cifras definitivas
Nacional,Mensual,01/07/2017,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",95.32273574,Índice,Cifras definitivas
Nacional,Mensual,01/08/2017,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",95.79376765,Índice,Cifras definitivas
Nacional,Mensual,01/09/2017,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",96.09351524,Índice,Cifras definitivas
Nacional,Mensual,01/10/2017,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",96.69826913,Índice,Cifras definitivas
Nacional,Mensual,01/11/2017,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",97.69517399,Índice,Cifras definitivas
Nacional,Mensual,01/12/2017,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",98.27288299,Índice,Cifras definitivas
Nacional,Mensual,01/01/2018,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",98.7949997,Índice,Cifras definitivas
Nacional,Mensual,01/02/2018,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",99.17137448,Índice,Cifras definitivas
Nacional,Mensual,01/03/2018,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",99.49215698,Índice,Cifras definitivas
Nacional,Mensual,01/04/2018,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",99.15484705,Índice,Cifras definitivas
Nacional,Mensual,01/05/2018,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",98.99408017,Índice,Cifras definitivas
Nacional,Mensual,01/06/2018,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",99.37646493,Índice,Cifras definitivas
Nacional,Mensual,01/07/2018,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",99.9090991,Índice,Cifras definitivas
Nacional,Mensual,01/08/2018,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",100.492,Índice,Cifras definitivas
Nacional,Mensual,01/09/2018,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",100.917,Índice,Cifras definitivas
Nacional,Mensual,01/10/2018,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",101.44,Índice,Cifras definitivas
Nacional,Mensual,01/11/2018,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",102.303,Índice,Cifras definitivas
Nacional,Mensual,01/12/2018,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",103.02,Índice,Cifras definitivas
Nacional,Mensual,01/01/2019,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",103.108,Índice,Cifras definitivas
Nacional,Mensual,01/02/2019,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",103.079,Índice,Cifras definitivas
Nacional,Mensual,01/03/2019,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",103.476,Índice,Cifras definitivas
Nacional,Mensual,01/04/2019,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",103.531,Índice,Cifras definitivas
Nacional,Mensual,01/05/2019,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",103.233,Índice,Cifras definitivas
Nacional,Mensual,01/06/2019,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",103.299,Índice,Cifras definitivas
Nacional,Mensual,01/07/2019,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",103.687,Índice,Cifras definitivas
Nacional,Mensual,01/08/2019,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",103.67,Índice,Cifras definitivas
Nacional,Mensual,01/09/2019,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",103.942,Índice,Cifras definitivas
Nacional,Mensual,01/10/2019,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",104.503,Índice,Cifras definitivas
Nacional,Mensual,01/11/2019,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",105.346,Índice,Cifras definitivas
Nacional,Mensual,01/12/2019,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",105.934,Índice,Cifras definitivas
Nacional,Mensual,01/01/2020,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",106.447,Índice,Cifras definitivas
Nacional,Mensual,01/02/2020,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",106.889,Índice,Cifras definitivas
Nacional,Mensual,01/03/2020,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",106.838,Índice,Cifras definitivas
Nacional,Mensual,01/04/2020,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",105.755,Índice,Cifras definitivas
Nacional,Mensual,01/05/2020,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",106.162,Índice,Cifras definitivas
Nacional,Mensual,01/06/2020,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",106.743,Índice,Cifras definitivas
Nacional,Mensual,01/07/2020,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",107.444,Índice,Cifras definitivas
Nacional,Mensual,01/08/2020,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",107.867,Índice,Cifras definitivas
Nacional,Mensual,01/09/2020,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",108.114,Índice,Cifras definitivas
Nacional,Mensual,01/10/2020,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",108.774,Índice,Cifras definitivas
Nacional,Mensual,01/11/2020,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",108.856,Índice,Cifras definitivas
Nacional,Mensual,01/12/2020,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",109.271,Índice,Cifras definitivas
Nacional,Mensual,01/01/2021,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",110.21,Índice,Cifras definitivas
Nacional,Mensual,01/02/2021,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",110.907,Índice,Cifras definitivas
Nacional,Mensual,01/03/2021,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",111.824,Índice,Cifras definitivas
Nacional,Mensual,01/04/2021,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",112.19,Índice,Cifras definitivas
Nacional,Mensual,01/05/2021,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",112.419,Índice,Cifras definitivas
Nacional,Mensual,01/06/2021,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",113.018,Índice,Cifras definitivas
Nacional,Mensual,01/07/2021,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",113.682,Índice,Cifras definitivas
Nacional,Mensual,01/08/2021,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",113.899,Índice,Cifras definitivas
Nacional,Mensual,01/09/2021,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",114.601,Índice,Cifras definitivas
Nacional,Mensual,01/10/2021,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",115.561,Índice,Cifras definitivas
Nacional,Mensual,01/11/2021,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",116.884,Índice,Cifras definitivas
Nacional,Mensual,01/12/2021,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",117.308,Índice,Cifras definitivas
Nacional,Mensual,01/01/2022,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",118.002,Índice,Cifras definitivas
Nacional,Mensual,01/02/2022,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",118.981,Índice,Cifras definitivas
Nacional,Mensual,01/03/2022,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",120.159,Índice,Cifras definitivas
Nacional,Mensual,01/04/2022,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",120.809,Índice,Cifras definitivas
Nacional,Mensual,01/05/2022,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",121.022,Índice,Cifras definitivas
Nacional,Mensual,01/06/2022,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",122.044,Índice,Cifras definitivas
Nacional,Mensual,01/07/2022,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",122.948,Índice,Cifras definitivas
Nacional,Mensual,01/08/2022,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",123.803,Índice,Cifras definitivas
Nacional,Mensual,01/09/2022,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",124.571,Índice,Cifras definitivas
Nacional,Mensual,01/10/2022,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",125.276,Índice,Cifras definitivas
Nacional,Mensual,01/11/2022,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",125.997,Índice,Cifras definitivas
Nacional,Mensual,01/12/2022,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",126.478,Índice,Cifras definitivas
Nacional,Mensual,01/01/2023,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",127.336,Índice,Cifras definitivas
Nacional,Mensual,01/02/2023,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",128.046,Índice,Cifras definitivas
Nacional,Mensual,01/03/2023,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",128.389,Índice,Cifras definitivas
Nacional,Mensual,01/04/2023,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",128.363,Índice,Cifras definitivas
Nacional,Mensual,01/05/2023,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",128.084,Índice,Cifras definitivas
Nacional,Mensual,01/06/2023,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",128.214,Índice,Cifras definitivas
Nacional,Mensual,01/07/2023,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",128.832,Índice,Cifras definitivas
Nacional,Mensual,01/08/2023,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",129.545,Índice,Cifras definitivas
Nacional,Mensual,01/09/2023,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",130.12,Índice,Cifras definitivas
Nacional,Mensual,01/10/2023,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",130.609,Índice,Cifras definitivas
Nacional,Mensual,01/11/2023,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",131.445,Índice,Cifras definitivas
Nacional,Mensual,01/12/2023,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",132.373,Índice,Cifras definitivas
Nacional,Mensual,01/01/2024,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",133.555,Índice,Cifras definitivas
Nacional,Mensual,01/02/2024,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",133.681,Índice,Cifras definitivas
Nacional,Mensual,01/03/2024,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",134.065,Índice,Cifras definitivas
Nacional,Mensual,01/04/2024,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",134.336,Índice,Cifras definitivas
Nacional,Mensual,01/05/2024,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",134.087,Índice,Cifras definitivas
Nacional,Mensual,01/06/2024,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",134.594,Índice,Cifras definitivas
Nacional,Mensual,01/07/2024,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",136.003,Índice,Cifras definitivas
Nacional,Mensual,01/08/2024,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",136.013,Índice,Cifras definitivas
Nacional,Mensual,01/09/2024,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",136.08,Índice,Cifras definitivas
Nacional,Mensual,01/10/2024,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",136.828,Índice,Cifras definitivas
Nacional,Mensual,01/11/2024,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",137.424,Índice,Cifras definitivas
Nacional,Mensual,01/12/2024,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",137.949,Índice,Cifras definitivas
Nacional,Mensual,01/01/2025,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",138.343,Índice,Cifras definitivas
Nacional,Mensual,01/02/2025,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",138.726,Índice,Cifras definitivas
Nacional,Mensual,01/03/2025,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",139.161,Índice,Cifras definitivas
Nacional,Mensual,01/04/2025,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",139.62,Índice,Cifras definitivas
Nacional,Mensual,01/05/2025,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",140.012,Índice,Cifras definitivas
Nacional,Mensual,01/06/2025,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",140.405,Índice,Cifras definitivas
Nacional,Mensual,01/07/2025,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",140.78,Índice,Cifras definitivas
Nacional,Mensual,01/08/2025,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",140.867,Índice,Cifras definitivas
Nacional,Mensual,01/09/2025,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",141.197,Índice,Cifras definitivas
Nacional,Mensual,01/10/2025,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",141.708,Índice,Cifras definitivas
Nacional,Mensual,01/11/2025,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",142.645,Índice,Cifras definitivas
Nacional,Mensual,01/12/2025,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",143.042,Índice,Cifras definitivas
Nacional,Mensual,01/01/2026,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",143.588,Índice,Cifras definitivas
Nacional,Mensual,01/02/2026,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",144.307,Índice,Cifras definitivas
Nacional,Mensual,01/03/2026,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",145.544,Índice,Cifras definitivas
Nacional,Mensual,01/04/2026,"Índice nacional de precios al consumidor (mensual), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)",145.831,Índice,Cifras definitivas
