AÑO,ENTIDAD,CULTIVO,VARIEDAD,UNIDAD_MEDIDA,TIPO_TECNOLOGIA,TIPO_PRODUCCION,TIPO_MERCADO,SUPERFICIE_SEMBRADA,SUPERFICIE_COSECHADA,SUPERFICIE_SINIESTRADA,VOLUMEN_PRODUCCION,RENDIMIENTO,PRECIO_MEDIO_RURAL,VALOR_PRODUCCION
2018,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,477493.15,469102.25,8390.9,1858986.49,3.96,3834.16,7127655220
2018,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,442185.54,433105.64,9079.9,1885439.85,4.35,3871.76,7299965880
2018,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24863.3,24863.3,0.0,96450.16,3.88,3745.28,361232480
2018,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,27298.5,25496.75,1801.75,105784.87,4.15,3795.06,401459500
2018,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,58825.2,57931.2,894.0,46644.76,0.81,3957.55,184598940
2018,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,513499.09,499266.09,14233.0,704260.66,1.41,3899.94,2746576150
2018,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,505654.8,502776.8,2878.0,978291.88,1.95,3873.96,3789865210
2018,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,100482.5,97238.5,3244.0,256752.06,2.64,3780.47,970644410
2018,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,67128.1,67128.1,0.0,70268.59,1.05,4269.5,300011640
2018,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,204344.9,112501.71,91843.19,132871.83,1.18,3912.75,519893870
2018,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,521399.85,520740.85,659.0,5783430.88,11.11,3856.58,22304264420
2018,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,50497.45,50497.45,0.0,546752.33,10.83,3424.11,1872141150
2018,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,81703.0,78666.5,3036.5,150020.32,1.91,3986.61,598072720
2018,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,79702.72,59643.34,20059.38,208206.5,3.49,3671.84,764501010
2018,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,135212.0,134782.0,430.0,362022.93,2.69,3493.16,1264604150
2018,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,570418.0,549184.75,21233.25,1234572.12,2.25,4050.93,5001170190
2018,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,89581.72,89040.82,540.9,105955.8,1.19,4183.77,443294910
2018,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,181974.0,179725.0,2249.0,337706.15,1.88,4004.41,1352314080
2019,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,32041.0,20534.0,11507.0,63713.52,3.1,4333.87,276126170
2019,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,709.91,709.91,0.0,8598.39,12.11,4286.83,36859800
2019,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,6800.75,6800.75,0.0,61843.93,9.09,4048.28,250361650
2019,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,156254.5,153103.0,3151.5,405328.31,2.65,3946.13,1599477080
2019,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,19103.0,14242.0,4861.0,17545.07,1.23,3659.02,64197760
2019,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,12593.27,12593.27,0.0,51075.24,4.06,3788.31,193488640
2019,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,596903.4,579893.38,17010.02,1111102.76,1.92,3811.58,4235058380
2019,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,61375.42,61325.42,50.0,152798.34,2.49,3911.03,597598860
2019,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3484.13,3404.13,80.0,3990.42,1.17,5204.72,20769010
2019,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,105596.71,102912.71,2684.0,257649.12,2.5,4564.61,1176067070
2019,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,392133.48,372627.48,19506.0,1671611.15,4.49,3680.45,6152286260
2019,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,489514.0,451479.71,38034.29,1286314.01,2.85,4330.45,5570319150
2019,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,231443.88,193921.72,37522.16,601252.36,3.1,4226.54,2541215080
2019,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,450988.65,450988.65,0.0,2912575.59,6.46,4349.69,12668803240
2019,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,456782.8,451364.43,5418.37,1823741.98,4.04,3663.6,6681464630
2019,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,422564.91,398351.91,24213.0,1843233.91,4.63,3971.64,7320661270
2019,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,23902.3,23902.3,0.0,101704.42,4.26,3686.9,374974300
2019,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24375.0,24351.0,24.0,102157.46,4.2,4784.41,488762900
2019,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,61813.84,61673.84,140.0,59461.52,0.96,4750.38,282464900
2019,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,497732.21,463265.71,34466.5,633798.37,1.37,4122.56,2612869270
2019,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,523536.49,508393.82,15142.67,1005356.43,1.98,4088.2,4110102570
2019,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,89997.76,67329.92,22667.84,221990.07,3.3,3807.38,845200840
2019,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,54206.12,34074.46,20131.66,22084.15,0.65,4110.61,90779430
2019,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,120073.1,50355.56,69717.54,86912.42,1.73,4252.51,369595820
2019,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,551132.09,550287.68,844.41,6377593.86,11.59,3650.97,23284394480
2019,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,63400.66,62007.86,1392.8,692412.19,11.17,3613.23,2501842550
2019,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,82265.0,77179.5,5085.5,146997.43,1.9,3998.79,587812320
2019,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,76924.48,62681.98,14242.5,267086.43,4.26,3554.55,949372450
2019,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,104782.27,104566.27,216.0,309754.25,2.96,3170.45,982059360
2019,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,574332.8,510627.49,63705.31,1113138.53,2.18,4234.28,4713344010
2019,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,105716.06,103965.07,1750.99,137503.88,1.32,4562.62,627378140
2019,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,136141.0,88337.4,47803.6,267096.17,3.02,4122.96,1101227850
2020,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,39953.0,39953.0,0.0,74004.13,1.85,3641.69,269500270
2020,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,1488.75,1488.75,0.0,16767.8,11.26,4492.17,75323850
2020,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,4884.0,4813.0,71.0,41055.88,8.53,3968.64,162936030
2020,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,163976.0,162670.0,1306.0,456089.33,2.8,4159.94,1897303130
2020,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25127.0,25127.0,0.0,21614.77,0.86,3616.71,78174300
2020,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,11669.5,11669.5,0.0,49707.09,4.26,3951.88,196436390
2020,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,598149.59,595397.44,2752.15,1109619.15,1.86,4258.33,4725129900
2020,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,73176.1,27580.1,45596.0,130209.21,4.72,4137.95,538799730
2020,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3413.7,3413.7,0.0,4495.92,1.32,5180.42,23290740
2020,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,139247.8,135435.8,3812.0,119026.27,0.88,3954.33,470668570
2020,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,389506.75,383441.75,6065.0,1723360.82,4.49,4537.87,7820381710
2020,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,495002.7,493466.7,1536.0,1416255.44,2.87,4361.81,6177439000
2020,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,225287.05,208738.11,16548.94,624235.4,2.99,4378.93,2733485240
2020,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,466581.43,466581.43,0.0,3090262.09,6.62,4378.89,13531930480
2020,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,475369.87,460880.87,14489.0,1741667.38,3.78,4632.47,8068213480
2020,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,444830.73,444830.73,0.0,1948716.49,4.38,4438.47,8649313250
2020,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25165.04,25165.04,0.0,103144.41,4.1,3673.42,378893150
2020,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25672.0,25667.0,5.0,108914.62,4.24,4488.99,488916790
2020,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,59710.4,54145.4,5565.0,52872.55,0.98,4640.2,245339210
2020,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,511945.71,511178.38,767.33,729406.04,1.43,4215.46,3074779710
2020,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,505815.49,505815.49,0.0,1022407.81,2.02,4160.51,4253735429
2020,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,92099.09,72732.09,19367.0,207778.92,2.86,4074.5,846594530
2020,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,57361.0,39368.5,17992.5,45044.54,1.14,4879.38,219789270
2020,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,226923.83,167261.71,59662.12,179951.08,1.08,4702.28,846181080
2020,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,566316.38,562088.77,4227.61,6209518.97,11.05,3702.16,22988654910
2020,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,55714.49,54484.19,1230.3,634400.19,11.64,3744.47,2375494860
2020,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,88671.0,78032.75,10638.25,149737.65,1.92,4006.72,599957470
2020,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,114912.65,88744.15,26168.5,243945.39,2.75,4108.66,1002288690
2020,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,129076.0,128651.0,425.0,340470.05,2.65,3497.91,1190934180
2020,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,586174.99,583270.49,2904.5,1290602.32,2.21,4477.88,5779159590
2020,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,100922.96,65624.43,35298.53,95157.1,1.45,4547.87,432762110
2020,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,196235.5,185140.5,11095.0,416054.02,2.25,4866.22,2024608740
2021,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,40039.0,40039.0,0.0,73513.37,1.84,3635.29,267242650
2021,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,2069.0,2069.0,0.0,23670.21,11.44,5250.95,124291090
2021,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5587.5,5587.5,0.0,29282.33,5.24,3974.13,116371840
2021,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,140044.0,139353.0,691.0,344891.61,2.47,5831.82,2011345230
2021,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25330.2,25330.2,0.0,22869.48,0.9,4138.16,94637670
2021,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,12224.61,12224.61,0.0,51557.66,4.22,4198.11,216444930
2021,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,596783.52,595093.52,1690.0,1136586.73,1.91,4468.68,5079037230
2021,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,47530.7,47530.7,0.0,81092.56,1.71,5599.84,454105620
2021,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3410.0,3410.0,0.0,4200.13,1.23,5258.92,22088130
2021,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,110191.25,107890.25,2301.0,265209.5,2.46,5617.01,1489683590
2021,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,395788.5,394653.5,1135.0,1881165.14,4.77,5991.67,11271313430
2021,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,505838.98,505053.98,785.0,1457188.17,2.89,4676.24,6814155910
2021,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,210232.8,201342.55,8890.25,617696.87,3.07,4459.69,2754733670
2021,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,459706.75,457161.75,2545.0,3091895.96,6.76,5779.11,17868411960
2021,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,467593.75,467593.75,0.0,1868710.52,4.0,6141.69,11477034240
2021,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,443665.25,443665.25,0.0,1788203.12,4.03,5101.6,9122696120
2021,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24983.5,24983.5,0.0,100694.05,4.03,3830.79,385737750
2021,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,23375.0,23375.0,0.0,103636.13,4.43,6077.59,629857770
2021,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,54466.0,50878.0,3588.0,53546.6,1.05,4150.28,222233390
2021,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,514551.62,514551.62,0.0,758714.06,1.47,4256.61,3229547200
2021,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,499391.9,483766.9,15625.0,1111872.9,2.3,5440.11,6048716330
2021,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,96610.9,87560.9,9050.0,222324.99,2.54,5430.35,1207301800
2021,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,54320.0,54320.0,0.0,50347.76,0.93,5296.98,266691070
2021,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,246781.11,203318.55,43462.56,236455.64,1.16,5709.26,1349987470
2021,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,481385.54,481133.54,252.0,5453336.91,11.33,5968.93,32550595310
2021,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,69824.5,69824.5,0.0,788867.77,11.3,5035.59,3972416970
2021,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,89803.0,87099.0,2704.0,169900.15,1.95,4503.36,765120810
2021,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,92844.3,79004.3,13840.0,210369.53,2.66,5210.8,1096194360
2021,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,119303.0,119303.0,0.0,353029.02,2.96,3516.14,1241298200
2021,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,594122.78,558850.78,35272.0,1285497.17,2.3,4494.97,5778272750
2021,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,102140.62,97782.15,4358.47,132986.21,1.36,4575.11,608426620
2021,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,195724.46,195615.46,109.0,466509.21,2.38,5842.0,2725347020
2022,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,28765.0,28765.0,0.0,70886.55,2.46,4440.81,314794050
2022,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,1469.5,1469.5,0.0,16460.37,11.2,5215.0,85840800
2022,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5679.0,5679.0,0.0,45573.35,8.02,3966.65,180773420
2022,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,144187.2,139030.8,5156.4,336900.39,2.42,6787.1,2286577900
2022,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,15457.0,15207.0,250.0,16395.73,1.08,5542.42,90872030
2022,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,11365.1,11365.1,0.0,49653.35,4.37,5593.86,277753840
2022,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,593066.15,593066.15,0.0,1221861.47,2.06,4826.07,5896793580
2022,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,42165.0,42145.0,20.0,81224.02,1.93,6938.09,563539280
2022,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3463.0,3463.0,0.0,4954.9,1.43,5561.64,27557360
2022,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,83182.87,80534.3,2648.57,261506.64,3.25,6846.42,1790383380
2022,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,368021.0,368021.0,0.0,1850520.24,5.03,7450.91,13788068130
2022,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,509365.6,509365.6,0.0,1483451.64,2.91,5049.21,7490255820
2022,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,211012.39,204496.98,6515.41,603376.91,2.95,7066.28,4263630120
2022,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,449102.15,448677.15,425.0,3192743.93,7.12,7000.95,22352253330
2022,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,448835.36,443975.36,4860.0,1716289.28,3.87,7729.06,13265295350
2022,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,458568.7,458568.7,0.0,1983973.22,4.33,6786.29,13463821390
2022,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,25120.0,25120.0,0.0,124756.4,4.97,6000.95,748656770
2022,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,24966.45,23542.45,1424.0,111617.38,4.74,7021.42,783712870
2022,Nuevo León,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,34751.8,26330.8,8421.0,31605.46,1.2,5052.41,159683630
2022,Oaxaca,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,519494.8,519271.8,223.0,770846.94,1.48,4919.33,3792047880
2022,Puebla,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,456797.17,450836.17,5961.0,698134.95,1.55,6185.41,4318249180
2022,Querétaro,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,64233.42,51140.42,13093.0,206628.6,4.04,6673.34,1378903480
2022,Quintana Roo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,55478.0,55478.0,0.0,49597.7,0.89,6964.8,345438310
2022,San Luis Potosí,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,153403.0,132302.0,21101.0,159347.17,1.2,6617.23,1054437260
2022,Sinaloa,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,448619.89,448619.89,0.0,5222894.85,11.64,6775.08,35385522190
2022,Sonora,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,17716.0,17709.0,7.0,180855.83,10.21,6636.09,1200175820
2022,Tabasco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,88430.0,85809.0,2621.0,169173.66,1.97,4557.25,770967120
2022,Tamaulipas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,78234.28,61471.63,16762.65,204437.92,3.33,6892.25,1409038220
2022,Tlaxcala,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,119173.0,119173.0,0.0,361413.41,3.03,5803.95,2097626220
2022,Veracruz,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,599790.0,599360.0,430.0,1353531.25,2.26,4745.82,6423612740
2022,Yucatán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,102018.04,102018.04,0.0,142707.97,1.4,4904.41,699897770
2022,Zacatecas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,164803.13,161531.95,3271.18,368643.26,2.28,7202.06,2654989930
2023,Aguascalientes,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,9915.0,7243.0,2672.0,51930.81,7.17,4637.36,240821950
2023,Baja California,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,1438.2,1438.2,0.0,17241.38,11.99,6104.84,105255890
2023,Baja California Sur,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,5337.25,5337.25,0.0,34125.0,6.39,3915.6,133619720
2023,Campeche,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,157552.0,157552.0,0.0,471604.33,2.99,7124.57,3359978360
2023,Coahuila,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,15456.0,7395.0,8061.0,13627.25,1.84,5860.52,79862790
2023,Colima,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,12340.38,9988.38,2352.0,39615.42,3.97,5919.22,234492280
2023,Chiapas,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,594643.69,594643.69,0.0,1173023.89,1.97,5134.56,6022957880
2023,Chihuahua,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,78677.6,48841.1,29836.5,78450.32,1.61,6855.42,537810210
2023,Ciudad de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,3341.0,3223.0,118.0,4379.98,1.36,6419.59,28117670
2023,Durango,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,102383.75,72226.25,30157.5,336916.73,4.66,7091.87,2389371270
2023,Guanajuato,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,361915.0,296446.75,65468.25,1715650.25,5.79,7784.63,13355694930
2023,Guerrero,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,508861.67,501369.67,7492.0,1417023.8,2.83,5260.3,7453972260
2023,Hidalgo,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,198993.52,175683.52,23310.0,575940.35,3.28,7328.53,4220796700
2023,Jalisco,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,430204.84,411425.59,18779.25,2756229.92,6.7,7136.43,19669652000
2023,Estado de México,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,450312.05,450312.05,0.0,1742549.63,3.87,7636.71,13307345760
2023,Michoacán,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,473717.25,386634.95,87082.3,1821957.21,4.71,6556.82,11946247720
2023,Morelos,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,26355.7,17949.0,8406.7,75629.38,4.21,5556.98,420271060
2023,Nayarit,Maíz grano,Maíz grano blanco,Tonelada,Cielo abierto,Convencional,Nacional,27417.5,27327.5,90.0,151666.97,5.55,6569.08,996312580
